Query 	 DocID 	 Rel 	Recall 	 Precision
1	 Q0 	CACM-2319	 N 		0.0		0.0
1	 Q0 	CACM-1410	 R 		0.2		0.5
1	 Q0 	CACM-1605	 R 		0.4		0.6666666666666666
1	 Q0 	CACM-2379	 N 		0.4		0.5
1	 Q0 	CACM-1033	 N 		0.4		0.4
1	 Q0 	CACM-1519	 N 		0.4		0.3333333333333333
1	 Q0 	CACM-1506	 N 		0.4		0.2857142857142857
1	 Q0 	CACM-1161	 N 		0.4		0.25
1	 Q0 	CACM-1698	 N 		0.4		0.2222222222222222
1	 Q0 	CACM-1523	 N 		0.4		0.2
1	 Q0 	CACM-2947	 N 		0.4		0.18181818181818182
1	 Q0 	CACM-1591	 N 		0.4		0.16666666666666666
1	 Q0 	CACM-2054	 N 		0.4		0.15384615384615385
1	 Q0 	CACM-2632	 N 		0.4		0.14285714285714285
1	 Q0 	CACM-1938	 N 		0.4		0.13333333333333333
1	 Q0 	CACM-1749	 N 		0.4		0.125
1	 Q0 	CACM-1544	 N 		0.4		0.11764705882352941
1	 Q0 	CACM-0585	 N 		0.4		0.1111111111111111
1	 Q0 	CACM-2946	 N 		0.4		0.10526315789473684
1	 Q0 	CACM-2380	 N 		0.4		0.1
1	 Q0 	CACM-1393	 N 		0.4		0.09523809523809523
1	 Q0 	CACM-1225	 N 		0.4		0.09090909090909091
1	 Q0 	CACM-2541	 N 		0.4		0.08695652173913043
1	 Q0 	CACM-3069	 N 		0.4		0.08333333333333333
1	 Q0 	CACM-1464	 N 		0.4		0.08
1	 Q0 	CACM-1226	 N 		0.4		0.07692307692307693
1	 Q0 	CACM-2950	 N 		0.4		0.07407407407407407
1	 Q0 	CACM-0698	 N 		0.4		0.07142857142857142
1	 Q0 	CACM-0397	 N 		0.4		0.06896551724137931
1	 Q0 	CACM-2357	 N 		0.4		0.06666666666666667
1	 Q0 	CACM-1685	 N 		0.4		0.06451612903225806
1	 Q0 	CACM-1264	 N 		0.4		0.0625
1	 Q0 	CACM-1827	 N 		0.4		0.06060606060606061
1	 Q0 	CACM-0637	 N 		0.4		0.058823529411764705
1	 Q0 	CACM-1647	 N 		0.4		0.05714285714285714
1	 Q0 	CACM-2764	 N 		0.4		0.05555555555555555
1	 Q0 	CACM-1315	 N 		0.4		0.05405405405405406
1	 Q0 	CACM-3127	 N 		0.4		0.05263157894736842
1	 Q0 	CACM-1854	 N 		0.4		0.05128205128205128
1	 Q0 	CACM-3025	 N 		0.4		0.05
1	 Q0 	CACM-2317	 N 		0.4		0.04878048780487805
1	 Q0 	CACM-1844	 N 		0.4		0.047619047619047616
1	 Q0 	CACM-1805	 N 		0.4		0.046511627906976744
1	 Q0 	CACM-1408	 N 		0.4		0.045454545454545456
1	 Q0 	CACM-1462	 N 		0.4		0.044444444444444446
1	 Q0 	CACM-1680	 N 		0.4		0.043478260869565216
1	 Q0 	CACM-1440	 N 		0.4		0.0425531914893617
1	 Q0 	CACM-1657	 N 		0.4		0.041666666666666664
1	 Q0 	CACM-1750	 N 		0.4		0.04081632653061224
1	 Q0 	CACM-2917	 N 		0.4		0.04
1	 Q0 	CACM-2371	 N 		0.4		0.0392156862745098
1	 Q0 	CACM-3048	 N 		0.4		0.038461538461538464
1	 Q0 	CACM-2629	 N 		0.4		0.03773584905660377
1	 Q0 	CACM-1542	 N 		0.4		0.037037037037037035
1	 Q0 	CACM-1885	 N 		0.4		0.03636363636363636
1	 Q0 	CACM-1046	 N 		0.4		0.03571428571428571
1	 Q0 	CACM-1572	 R 		0.6		0.05263157894736842
1	 Q0 	CACM-2535	 N 		0.6		0.05172413793103448
1	 Q0 	CACM-1179	 N 		0.6		0.05084745762711865
1	 Q0 	CACM-3023	 N 		0.6		0.05
1	 Q0 	CACM-1168	 N 		0.6		0.04918032786885246
1	 Q0 	CACM-1304	 N 		0.6		0.04838709677419355
1	 Q0 	CACM-2621	 N 		0.6		0.047619047619047616
1	 Q0 	CACM-2358	 R 		0.8		0.0625
1	 Q0 	CACM-3065	 N 		0.8		0.06153846153846154
1	 Q0 	CACM-2365	 N 		0.8		0.06060606060606061
1	 Q0 	CACM-2378	 N 		0.8		0.05970149253731343
1	 Q0 	CACM-3068	 N 		0.8		0.058823529411764705
1	 Q0 	CACM-1173	 N 		0.8		0.057971014492753624
1	 Q0 	CACM-1753	 N 		0.8		0.05714285714285714
1	 Q0 	CACM-2424	 N 		0.8		0.056338028169014086
1	 Q0 	CACM-1626	 N 		0.8		0.05555555555555555
1	 Q0 	CACM-2796	 N 		0.8		0.0547945205479452
1	 Q0 	CACM-0699	 N 		0.8		0.05405405405405406
1	 Q0 	CACM-0971	 N 		0.8		0.05333333333333334
1	 Q0 	CACM-2624	 N 		0.8		0.05263157894736842
1	 Q0 	CACM-1247	 N 		0.8		0.05194805194805195
1	 Q0 	CACM-2948	 N 		0.8		0.05128205128205128
1	 Q0 	CACM-2398	 N 		0.8		0.05063291139240506
1	 Q0 	CACM-2740	 N 		0.8		0.05
1	 Q0 	CACM-2003	 N 		0.8		0.04938271604938271
